price,datetime,room,location,area
$2698,2016-10-19 15:30,1, (sunnyvale),700ft
$2425,2016-10-19 15:30,1, (santa clara),630ft
$2035,2016-10-19 15:30,1, (san jose north),616ft
$2195,2016-10-19 15:30,1, (San Carlos),750ft
$1850,2016-10-19 15:29,1, (san jose downtown),850ft
$1550,2016-10-19 15:29,, (hayes valley),
$1450,2016-10-19 15:29,, (hayes valley),
$2100,2016-10-19 15:29,4, (pittsburg / antioch),1680ft
$2075,2016-10-19 15:29,, (alameda),500ft
$2682,2016-10-19 15:29,2, (fremont / union city / newark),1235ft
$1600,2016-10-19 15:29,, (hayes valley),
$1600,2016-10-19 15:28,3, (daly city),1200ft
$1600,2016-10-19 15:28,, (hayes valley),
$1850,2016-10-19 15:28,1, (redwood city),
$2795,2016-10-19 15:28,, (alamo square / nopa),
$2799,2016-10-19 15:28,2, (milpitas),920ft
$3200,2016-10-19 15:28,1, (SOMA / south beach),840ft
$1350,2016-10-19 15:28,, (hayes valley),
$1295,2016-10-19 15:28,, (pittsburg / antioch),
$2215,2016-10-19 15:28,1, (dublin / pleasanton / livermore),750ft
$3395,2016-10-19 15:27,3, (santa clara),1180ft
$1475,2016-10-19 15:27,1, (berkeley),
$2650,2016-10-19 15:27,1, (ingleside / SFSU / CCSF),
$2145,2016-10-19 15:27,2, (gilroy),838ft
$2175,2016-10-19 15:27,1, (berkeley),
$2150,2016-10-19 15:27,2, (los gatos),
$1650,2016-10-19 15:27,1, (santa cruz),
$2488,2016-10-19 15:27,1, (sunnyvale),700ft
$1250,2016-10-19 15:27,, (oakland east),
$2710,2016-10-19 15:27,2, (san jose downtown),1130ft
$5500,2016-10-19 15:26,5, (lafayette / orinda / moraga),2245ft
$3700,2016-10-19 15:26,4, (santa clara),1359ft
$5000,2016-10-19 15:26,3, (laurel hts / presidio),2100ft
$2464,2016-10-19 15:25,1, (san jose north),732ft
$2628,2016-10-19 15:25,, (burlingame),600ft
$2599,2016-10-19 15:25,2, (san jose north),1015ft
$3000,2016-10-19 15:25,2, (san jose downtown),1620ft
$4300,2016-10-19 15:25,4, (east palo alto),2360ft
$2100,2016-10-19 15:25,2, (morgan hill),1000ft
$1750,2016-10-19 15:25,1, (santa cruz),
$1385,2016-10-19 15:24,, (santa cruz),
$6500,2016-10-19 15:24,2, (financial district),1798ft
$3395,2016-10-19 15:24,1, (potrero hill),506ft
$1650,2016-10-19 15:24,1, (aptos),
$2650,2016-10-19 15:24,3, (santa cruz),
$1725,2016-10-19 15:24,1, (campbell),
$1600,2016-10-19 15:24,3, (daly city),1200ft
$2146,2016-10-19 15:24,1, (daly city),652ft
$2600,2016-10-19 15:24,3, (santa cruz),
$1950,2016-10-19 15:24,3, (pittsburg / antioch),1298ft
$2895,2016-10-19 15:24,2, (cupertino),840ft
$2480,2016-10-19 15:24,2, (redwood city),800ft
$2888,2016-10-19 15:24,, (santa clara),1000ft
$2150,2016-10-19 15:23,2, (fremont / union city / newark),857ft
$2150,2016-10-19 15:23,, (downtown / civic / van ness),
$3700,2016-10-19 15:23,3, (redwood city),
$2695,2016-10-19 15:23,1, (redwood city),563ft
$3500,2016-10-19 15:23,1, (SOMA / south beach),986ft
$2524,2016-10-19 15:23,1, (walnut creek),742ft
$2400,2016-10-19 15:22,2, (willow glen / cambrian),1122ft
$3850,2016-10-19 15:22,4, (los gatos),1694ft
$2975,2016-10-19 15:22,3, (san jose west),
$2450,2016-10-19 15:22,3, (napa county),1706ft
$1947,2016-10-19 15:22,1, (danville / san ramon),465ft
$4500,2016-10-19 15:22,4, (saratoga),1985ft
$2500,2016-10-19 15:22,2, (santa clara),913ft
$3395,2016-10-19 15:22,1, (nob hill),
$1895,2016-10-19 15:22,1, (dublin / pleasanton / livermore),560ft
$12500,2016-10-19 15:22,5, (Los Altos Hills),5700ft
$2450,2016-10-19 15:22,3, (Brentwood),
$1800,2016-10-19 15:22,1, (burlingame),
$1550,2016-10-19 15:22,1, (oakland east),
$1900,2016-10-19 15:22,2, (Tracy),1235ft
$3900,2016-10-19 15:21,3, (oakland lake merritt / grand),
$2300,2016-10-19 15:21,, (Tracy),2356ft
$4295,2016-10-19 15:21,4, (lafayette / orinda / moraga),
$3085,2016-10-19 15:21,2, (walnut creek),1063ft
$1895,2016-10-19 15:21,1, (mountain view),
$2595,2016-10-19 15:21,1, (oakland lake merritt / grand),
$3085,2016-10-19 15:21,3, (emeryville),
$1895,2016-10-19 15:21,, (lower nob hill),
$3400,2016-10-19 15:21,1, (lower nob hill),
$2995,2016-10-19 15:21,1, (pacific heights),
$1900,2016-10-19 15:21,1, (mountain view),
$3750,2016-10-19 15:21,2, (oakland hills / mills),
$3095,2016-10-19 15:21,2, (berkeley),
$2334,2016-10-19 15:21,1, (dublin / pleasanton / livermore),715ft
$1925,2016-10-19 15:20,1, (oakland lake merritt / grand),
$1995,2016-10-19 15:20,1, (alameda),
$3931,2016-10-19 15:20,1, (SOMA / south beach),
$3295,2016-10-19 15:20,1, (nob hill),
$3895,2016-10-19 15:20,2, (sunnyvale),1137ft
$2965,2016-10-19 15:20,1, (walnut creek),706ft
$2480,2016-10-19 15:19,1, (san jose downtown),965ft
$2580,2016-10-19 15:19,2, (dublin / pleasanton / livermore),1011ft
$2050,2016-10-19 15:19,, (pittsburg / antioch),
$1400,2016-10-19 15:18,, (oakland east),
$1650,2016-10-19 15:18,, (san leandro),
$2750,2016-10-19 15:18,1, (san rafael),790ft
$2500,2016-10-19 15:18,3, (daly city),1100ft
$2250,2016-10-19 15:18,1, (redwood city),
$2195,2016-10-19 15:18,, (marina / cow hollow),
$2736,2016-10-19 15:18,2, (san jose south),1166ft
$2895,2016-10-19 15:18,1, (alamo square / nopa),
$7200,2016-10-19 15:18,3, (burlingame),
$4000,2016-10-19 15:18,2, (mission district),
$3300,2016-10-19 15:17,3, (san jose south),2100ft
$3750,2016-10-19 15:17,2, (mission district),
$5980,2016-10-19 15:17,2, (hayes valley),1388ft
$3543,2016-10-19 15:17,3, (san jose north),1303ft
$2650,2016-10-19 15:17,1, (marina / cow hollow),
$4500,2016-10-19 15:17,3, (ingleside / SFSU / CCSF),
$2895,2016-10-19 15:17,1, (nob hill),
$5200,2016-10-19 15:17,4, (ingleside / SFSU / CCSF),2050ft
$1700,2016-10-19 15:17,1, (santa clara),500ft
$5895,2016-10-19 15:17,4, (palo alto),1859ft
$1695,2016-10-19 15:17,, (nob hill),
$4343,2016-10-19 15:17,2, (berkeley north / hills),982ft
$1845,2016-10-19 15:16,, (san jose downtown),400ft
$3950,2016-10-19 15:16,2, (alamo square / nopa),
$2895,2016-10-19 15:16,1, (marina / cow hollow),
$3086,2016-10-19 15:16,, (lower nob hill),718ft
$2295,2016-10-19 15:16,, (marina / cow hollow),
$3195,2016-10-19 15:16,2, (danville / san ramon),
$1740,2016-10-19 15:16,2, (fremont / union city / newark),750ft
$2079,2016-10-19 15:16,, (fairfield / vacaville),1136ft
$1795,2016-10-19 15:15,, (nob hill),
$2415,2016-10-19 15:15,2, (danville / san ramon),962ft
$1350,2016-10-19 15:15,, (portola district),
$2700,2016-10-19 15:15,2, (portola district),
$2595,2016-10-19 15:15,2, (walnut creek),816ft
$2495,2016-10-19 15:15,1, (burlingame),
$4495,2016-10-19 15:15,2, (mission district),
$2300,2016-10-19 15:14,2, (santa clara),
$2734,2016-10-19 15:14,1, (sunnyvale),690ft
$1995,2016-10-19 15:14,1, (mountain view),
$2750,2016-10-19 15:14,3, (alameda),
$2300,2016-10-19 15:14,2, (santa clara),
$2410,2016-10-19 15:14,2, (fremont / union city / newark),862ft
$2410,2016-10-19 15:13,2, (fremont / union city / newark),862ft
$5750,2016-10-19 15:13,3, (noe valley),1500ft
$2290,2016-10-19 15:13,2, (fremont / union city / newark),768ft
$1949,2016-10-19 15:13,1, (sunnyvale),615ft
$4177,2016-10-19 15:12,1, (hayes valley),805ft
$2795,2016-10-19 15:12,2, (sunnyvale),655ft
$1895,2016-10-19 15:12,1, (campbell),675ft
$2500,2016-10-19 15:12,2, (danville / san ramon),1100ft
$1925,2016-10-19 15:12,1, (san jose downtown),500ft
$4333,2016-10-19 15:12,2, (hayes valley),
$2972,2016-10-19 15:12,2," (1885 California Street, Mountain View, CA 94041)",947ft
$800,2016-10-19 15:12,2, (vallejo / benicia),
$2335,2016-10-19 15:12,2, (hayward / castro valley),900ft
$2295,2016-10-19 15:12,2, (oakland lake merritt / grand),750ft
$1995,2016-10-19 15:12,1, (oakland lake merritt / grand),601ft
$1695,2016-10-19 15:11,2, (pittsburg / antioch),934ft
$2996,2016-10-19 15:11,2, (burlingame),806ft
$1995,2016-10-19 15:11,1, (oakland lake merritt / grand),627ft
$1995,2016-10-19 15:11,1, (oakland lake merritt / grand),603ft
$2793,2016-10-19 15:11,2, (san jose south),1079ft
$2203,2016-10-19 15:11,2, (san jose south),978ft
$3298,2016-10-19 15:11,2, (belmont),
$2697,2016-10-19 15:11,1, (cupertino),795ft
$3748,2016-10-19 15:11,, (san mateo),1066ft
$5400,2016-10-19 15:11,4, (redwood city),2130ft
$2695,2016-10-19 15:10,1, (redwood city),577ft
$4100,2016-10-19 15:10,3, (redwood city),1230ft
$2550,2016-10-19 15:10,3, (campbell),
$2395,2016-10-19 15:10,, (lower nob hill),
$1815,2016-10-19 15:10,, (fremont / union city / newark),478ft
$1950,2016-10-19 15:10,1, (san jose downtown),700ft
$2811,2016-10-19 15:10,2, (mountain view),900ft
$1815,2016-10-19 15:10,, (fremont / union city / newark),478ft
$3500,2016-10-19 15:09,2, (mountain view),
$2695,2016-10-19 15:09,, (lower nob hill),
$5000,2016-10-19 15:09,2, (russian hill),1300ft
$4800,2016-10-19 15:09,3, (inner sunset / UCSF),1500ft
$1711,2016-10-19 15:09,1, (santa rosa),
$900,2016-10-19 15:09,2," (El Cerrito, CA)",
$2295,2016-10-19 15:09,1, (oakland lake merritt / grand),
$2950,2016-10-19 15:08,4, (oakland east),1650ft
$2625,2016-10-19 15:08,2, (oakland hills / mills),
$3895,2016-10-19 15:08,1, (noe valley),
$2300,2016-10-19 15:08,2, (oakland east),922ft
$2425,2016-10-19 15:08,2, (oakland piedmont / montclair),
$1925,2016-10-19 15:08,1, (san jose downtown),500ft
$2525,2016-10-19 15:08,1, (san mateo),
$2795,2016-10-19 15:07,2, (burlingame),
$5330,2016-10-19 15:07,3, (south san francisco),1650ft
$2298,2016-10-19 15:07,2, (fremont / union city / newark),
$3875,2016-10-19 15:07,, (mill valley),1196ft
$2235,2016-10-19 15:07,2, (fremont / union city / newark),854ft
$2235,2016-10-19 15:07,2, (fremont / union city / newark),854ft
$2235,2016-10-19 15:07,2, (fremont / union city / newark),854ft
$4418,2016-10-19 15:07,1, (palo alto),675ft
$2235,2016-10-19 15:07,2, (fremont / union city / newark),854ft
$1845,2016-10-19 15:07,2, (hayward / castro valley),900ft
$2235,2016-10-19 15:06,2, (fremont / union city / newark),856ft
$2250,2016-10-19 15:06,1, (milpitas),711ft
$2600,2016-10-19 15:06,1," (101 2nd St., #130, Petaluma, CA 94952)",1040ft
$1620,2016-10-19 15:06,1, (fairfield / vacaville),629ft
$3795,2016-10-19 15:06,3, (corte madera),1082ft
$2779,2016-10-19 15:06,2, (fremont / union city / newark),1039ft
$3705,2016-10-19 15:05,1, (potrero hill),514ft
$2900,2016-10-19 15:05,2, (menlo park),1060ft
$1697,2016-10-19 15:05,2, (fairfield / vacaville),955ft
$3770,2016-10-19 15:05,2, (emeryville),1152ft
$2655,2016-10-19 15:04,2, (fremont / union city / newark),1065ft
$2212,2016-10-19 15:04,1, (campbell),600ft
$2064,2016-10-19 15:04,2, (santa rosa),780ft
$1900,2016-10-19 15:04,2, (inner sunset / UCSF),1200ft
$2195,2016-10-19 15:04,1, (santa clara),665ft
$1950,2016-10-19 15:03,1, (san jose downtown),700ft
$2807,2016-10-19 15:03,1, (sunnyvale),751ft
$2077,2016-10-19 15:03,1, (fremont / union city / newark),545ft
$2309,2016-10-19 15:03,, (san rafael),484ft
$1002,2016-10-19 15:02,3, (fairfield / vacaville),1600ft
$1574,2016-10-19 15:02,1, (fairfield / vacaville),619ft
$1785,2016-10-19 15:02,2, (vallejo / benicia),998ft
$3397,2016-10-19 15:02,3, (santa clara),1008ft
$2395,2016-10-19 15:01,2, (sunnyvale),1001ft
$3480,2016-10-19 15:01,2, (santa clara),1190ft
$2215,2016-10-19 15:01,, (fremont / union city / newark),709ft
$1600,2016-10-19 15:01,, (inner richmond),210ft
$2925,2016-10-19 15:00,1, (berkeley),787ft
$2825,2016-10-19 15:00,1, (berkeley),787ft
$6599,2016-10-19 15:00,3, (hayes valley),1200ft
$2100,2016-10-19 15:00,2, (san jose north),
$2825,2016-10-19 15:00,1, (berkeley),868ft
$2825,2016-10-19 15:00,1, (berkeley),787ft
$2825,2016-10-19 15:00,1, (berkeley),716ft
$2400,2016-10-19 15:00,3, (hayward / castro valley),
$2825,2016-10-19 15:00,1, (berkeley),868ft
$2900,2016-10-19 15:00,1, (berkeley),709ft
$2825,2016-10-19 15:00,1, (berkeley),716ft
$3663,2016-10-19 15:00,2, (san mateo),1122ft
$1600,2016-10-19 15:00,1, (healdsburg / windsor),
$3100,2016-10-19 14:59,1, (berkeley),735ft
$2400,2016-10-19 14:59,2,,1000ft
$1795,2016-10-19 14:59,, (santa clara),426ft
$2299,2016-10-19 14:59,1, (san jose south),671ft
$2832,2016-10-19 14:59,2, (san jose downtown),1040ft
$3012,2016-10-19 14:59,1, (san jose downtown),752ft
$2750,2016-10-19 14:59,4," (hercules, pinole, san pablo, el sob)",1911ft
$2095,2016-10-19 14:59,1, (santa clara),720ft
$2100,2016-10-19 14:59,2, (concord / pleasant hill / martinez),925ft
$2125,2016-10-19 14:59,, (lower haight),
$3112,2016-10-19 14:59,, (SOMA / south beach),533ft
$5600,2016-10-19 14:59,3, (noe valley),1075ft
$3495,2016-10-19 14:59,2, (berkeley north / hills),
$735,2016-10-19 14:59,1, (lake county),
$2995,2016-10-19 14:59,2, (berkeley north / hills),
$1795,2016-10-19 14:59,1, (sunnyvale),675ft
$3395,2016-10-19 14:59,3, (oakland north / temescal),
$3795,2016-10-19 14:58,2, (nob hill),
$1539,2016-10-19 14:58,1, (vallejo / benicia),741ft
$2658,2016-10-19 14:58,1, (sunnyvale),693ft
$3187,2016-10-19 14:58,2, (foster city),870ft
$1835,2016-10-19 14:58,1, (santa rosa),559ft
$1050,2016-10-19 14:58,, (fremont / union city / newark),
$2945,2016-10-19 14:58,2, (hayward / castro valley),1204ft
$3500,2016-10-19 14:58,3, (sunnyvale),1300ft
$4381,2016-10-19 14:58,3, (san jose downtown),1359ft
$2602,2016-10-19 14:58,2, (dublin / pleasanton / livermore),1092ft
$3395,2016-10-19 14:57,3, (oakland north / temescal),
$3395,2016-10-19 14:57,3, (oakland north / temescal),
$3195,2016-10-19 14:57,3,,1700ft
$2695,2016-10-19 14:57,1, (nob hill),
$3195,2016-10-19 14:57,2, (burlingame),800ft
$6599,2016-10-19 14:57,3, (alamo square / nopa),1200ft
$2451,2016-10-19 14:57,1, (mountain view),694ft
$3400,2016-10-19 14:57,3, (sonoma),2400ft
$1600,2016-10-19 14:57,2, (vallejo / benicia),1178ft
$2095,2016-10-19 14:57,1, (santa clara),665ft
$1900,2016-10-19 14:56,2, (healdsburg / windsor),
$2525,2016-10-19 14:56,2, (san bruno),850ft
$1495,2016-10-19 14:56,2, (pittsburg / antioch),900ft
$3365,2016-10-19 14:56,1, (mission district),316ft
$4399,2016-10-19 14:56,2, (pacific heights),
$3100,2016-10-19 14:56,1, (berkeley),735ft
$1664,2016-10-19 14:56,1, (vallejo / benicia),643ft
$3450,2016-10-19 14:55,3,,1600ft
$2750,2016-10-19 14:55,3, (hayward / castro valley),
$2585,2016-10-19 14:55,1, (santa clara),871ft
$3400,2016-10-19 14:55,3, (hayward / castro valley),
$2745,2016-10-19 14:55,2, (novato),922ft
$4378,2016-10-19 14:55,2, (SOMA / south beach),
$2825,2016-10-19 14:55,1, (alameda),700ft
$2400,2016-10-19 14:55,2, (walnut creek),965ft
$425,2016-10-19 14:54,, (lake county),
$1440,2016-10-19 14:54,, (Glen Ellen),504ft
$1,2016-10-19 14:54,," (Sf,losaltos,cpertino,menlopark,sj,oak,pa)",
$2441,2016-10-19 14:54,1, (foster city),712ft
$2782,2016-10-19 14:54,1, (san mateo),650ft
$2499,2016-10-19 14:53,2, (dublin / pleasanton / livermore),1073ft
$2350,2016-10-19 14:53,, (mission district),
$2145,2016-10-19 14:53,1, (palo alto),530ft
$2295,2016-10-19 14:53,1, (palo alto),500ft
$1400,2016-10-19 14:53,1, (south san francisco),
$2395,2016-10-19 14:53,1, (palo alto),725ft
$3000,2016-10-19 14:53,3, (vallejo / benicia),
$2395,2016-10-19 14:53,1, (palo alto),725ft
$1795,2016-10-19 14:53,1, (san jose west),700ft
$2795,2016-10-19 14:53,1, (los altos),800ft
$2000,2016-10-19 14:53,2, (fremont / union city / newark),798ft
$2095,2016-10-19 14:53,1, (palo alto),415ft
$2918,2016-10-19 14:53,2, (fremont / union city / newark),1147ft
$2340,2016-10-19 14:52,, (lower pac hts),613ft
$4700,2016-10-19 14:52,3,,
$1725,2016-10-19 14:52,1, (richmond / point / annex),
$1035,2016-10-19 14:52,, (russian river),
$3200,2016-10-19 14:52,3, (santa rosa),
$2695,2016-10-19 14:52,, (russian hill),
$3800,2016-10-19 14:52,3, (santa rosa),2300ft
$4300,2016-10-19 14:52,3, (corte madera),1452ft
$2400,2016-10-19 14:52,3, (rohnert pk / cotati),1600ft
$2450,2016-10-19 14:52,, (albany / el cerrito),
$2900,2016-10-19 14:52,1, (nob hill),
$3374,2016-10-19 14:52,2, (daly city),1052ft
$2000,2016-10-19 14:52,, (russian river),
$3263,2016-10-19 14:52,2, (sunnyvale),987ft
$800,2016-10-19 14:51,1, (berkeley),800ft
$1475,2016-10-19 14:51,3, (menlo park),1300ft
$4160,2016-10-19 14:51,1, (SOMA / south beach),879ft
$1975,2016-10-19 14:51,2, (san jose west),900ft
$2342,2016-10-19 14:50,1, (san jose downtown),720ft
$3384,2016-10-19 14:50,2, (san jose downtown),1034ft
$3550,2016-10-19 14:50,2, (lafayette / orinda / moraga),
$2595,2016-10-19 14:50,2, (napa county),1240ft
$2300,2016-10-19 14:50,2, (Richmond),
$1500,2016-10-19 14:50,2, (concord / pleasant hill / martinez),875ft
$2022,2016-10-19 14:49,2, (dublin / pleasanton / livermore),829ft
$2900,2016-10-19 14:49,5, (brentwood / oakley),3107ft
$3835,2016-10-19 14:49,2, (foster city),1375ft
$2045,2016-10-19 14:49,1, (sunnyvale),700ft
$1200,2016-10-19 14:49,, (healdsburg / windsor),
$3047,2016-10-19 14:49,1, (emeryville),793ft
$2025,2016-10-19 14:49,1, (santa clara),750ft
$1495,2016-10-19 14:49,1," (hercules, pinole, san pablo, el sob)",650ft
$2095,2016-10-19 14:49,1, (palo alto),725ft
$800,2016-10-19 14:49,1, (berkeley),800ft
$1550,2016-10-19 14:49,3, (fairfield / vacaville),985ft
$1695,2016-10-19 14:48,3, (fairfield / vacaville),1320ft
$1300,2016-10-19 14:48,2, (fairfield / vacaville),850ft
$2495,2016-10-19 14:48,1, (oakland lake merritt / grand),700ft
$1795,2016-10-19 14:48,1, (sunnyvale),674ft
$1300,2016-10-19 14:48,2, (fairfield / vacaville),805ft
$3100,2016-10-19 14:48,2, (redwood city),1200ft
$3495,2016-10-19 14:48,1, (russian hill),
$2195,2016-10-19 14:48,1, (mountain view),700ft
$2380,2016-10-19 14:47,, (east palo alto),
$3000,2016-10-19 14:47,1, (nob hill),600ft
$2930,2016-10-19 14:47,3, (milpitas),1303ft
$3495,2016-10-19 14:47,1, (palo alto),750ft
$3800,2016-10-19 14:47,2, (sunnyvale),1240ft
$4295,2016-10-19 14:47,2, (alamo square / nopa),
$2795,2016-10-19 14:47,2,,1159ft
$1503,2016-10-19 14:46,1, (pittsburg / antioch),612ft
$3350,2016-10-19 14:46,2, (san bruno),1077ft
$2200,2016-10-19 14:46,1, (alameda),725ft
$2495,2016-10-19 14:46,2, (oakland lake merritt / grand),800ft
$2450,2016-10-19 14:46,2, (campbell),850ft
$2900,2016-10-19 14:46,5, (danville / san ramon),3107ft
$3495,2016-10-19 14:46,3, (walnut creek),2100ft
$1950,2016-10-19 14:46,1, (albany / el cerrito),
$2954,2016-10-19 14:46,, (downtown / civic / van ness),
$3495,2016-10-19 14:46,3, (walnut creek),2100ft
$4395,2016-10-19 14:46,1, (haight ashbury),
$2120,2016-10-19 14:46,1, (fremont / union city / newark),716ft
$2595,2016-10-19 14:46,2, (albany / el cerrito),860ft
$3295,2016-10-19 14:46,1, (palo alto),830ft
$2500,2016-10-19 14:46,2, (oakland piedmont / montclair),1239ft
$2295,2016-10-19 14:46,2, (alameda),900ft
$3200,2016-10-19 14:46,2, (oakland east),1285ft
$2907,2016-10-19 14:46,2, (santa clara),1008ft
$2499,2016-10-19 14:45,1, (walnut creek),739ft
$2995,2016-10-19 14:45,1, (palo alto),
$2474,2016-10-19 14:45,1, (san mateo),563ft
$1850,2016-10-19 14:45,, (mountain view),400ft
$2750,2016-10-19 14:45,2, (san jose south),1450ft
$3250,2016-10-19 14:45,3, (san carlos),
$1845,2016-10-19 14:45,, (san jose downtown),400ft
$2509,2016-10-19 14:45,, (pacific heights),
$6500,2016-10-19 14:45,2, (financial district),1798ft
$1500,2016-10-19 14:44,2, (bayview),5000ft
$4300,2016-10-19 14:44,3, (belmont),
$2972,2016-10-19 14:44,2, (Mountain View),947ft
$2245,2016-10-19 14:44,1, (palo alto),460ft
$2810,2016-10-19 14:44,1, (pacific heights),
$1350,2016-10-19 14:44,1, (fremont / union city / newark),300ft
$2595,2016-10-19 14:44,1, (palo alto),720ft
$2045,2016-10-19 14:44,1, (palo alto),700ft
$1920,2016-10-19 14:44,2, (walnut creek),875ft
$2295,2016-10-19 14:44,1, (palo alto),500ft
$2795,2016-10-19 14:44,1, (richmond / seacliff),
$1785,2016-10-19 14:44,2, (pittsburg / antioch),796ft
$2250,2016-10-19 14:44,2, (danville / san ramon),914ft
$4990,2016-10-19 14:44,2, (menlo park),1490ft
$2900,2016-10-19 14:44,5, (fremont / union city / newark),3107ft
$3395,2016-10-19 14:43,3, (santa clara),1220ft
$4295,2016-10-19 14:43,2, (lower pac hts),
$2228,2016-10-19 14:43,1, (san jose downtown),861ft
$2800,2016-10-19 14:43,1, (san mateo),1000ft
$1795,2016-10-19 14:43,1, (sunnyvale),675ft
$3200,2016-10-19 14:43,2,,1421ft
$2650,2016-10-19 14:43,2, (cupertino),856ft
$2495,2016-10-19 14:43,2, (santa clara),1056ft
$2095,2016-10-19 14:43,1, (santa clara),720ft
$2595,2016-10-19 14:43,1, (palo alto),650ft
$5800,2016-10-19 14:43,2, (mountain view),650ft
$4195,2016-10-19 14:43,2, (lower pac hts),
$2800,2016-10-19 14:42,1," (hercules, pinole, san pablo, el sob)",966ft
$725,2016-10-19 14:42,, (lake county),
$2596,2016-10-19 14:42,1, (mountain view),550ft
$1650,2016-10-19 14:42,1," (1 Lakeville Circle, Petaluma, CA 94954)",661ft
$2500,2016-10-19 14:42,2, (san bruno),750ft
$2913,2016-10-19 14:42,2, (petaluma),1181ft
$2295,2016-10-19 14:42,, (richmond / seacliff),
$2485,2016-10-19 14:42,2, (san jose downtown),1173ft
$2095,2016-10-19 14:42,1, (menlo park),540ft
$2495,2016-10-19 14:42,1, (palo alto),700ft
$3250,2016-10-19 14:42,1, (SOMA / south beach),986ft
$2100,2016-10-19 14:42,2, (san jose downtown),
$3333,2016-10-19 14:42,1, (SOMA / south beach),725ft
$2000,2016-10-19 14:42,3, (vallejo / benicia),
$3949,2016-10-19 14:41,2, (Downtown Los Gatos),1011ft
$1400,2016-10-19 14:41,2, (vallejo / benicia),
$3000,2016-10-19 14:41,2, (walnut creek),1100ft
$3150,2016-10-19 14:41,2, (larkspur),971ft
$2850,2016-10-19 14:41,2, (los gatos),1200ft
$3495,2016-10-19 14:41,2, (lower haight),
$2300,2016-10-19 14:41,, (SOMA / south beach),
$2585,2016-10-19 14:41,2, (dublin / pleasanton / livermore),1007ft
$2800,2016-10-19 14:41,1, (san jose south),
$3000,2016-10-19 14:41,3, (burlingame),
$8000,2016-10-19 14:41,4, (SOMA / south beach),1800ft
$2545,2016-10-19 14:41,1, (palo alto),720ft
$3050,2016-10-19 14:40,2, (excelsior / outer mission),
$2900,2016-10-19 14:40,2, (belmont),950ft
$3495,2016-10-19 14:40,2, (cupertino),1005ft
$2295,2016-10-19 14:40,1, (palo alto),550ft
$425,2016-10-19 14:40,, (lake county),
$2900,2016-10-19 14:40,5, (dublin / pleasanton / livermore),3107ft
$3095,2016-10-19 14:39,1, (berkeley),675ft
$2750,2016-10-19 14:39,4, (santa rosa),1800ft
$1850,2016-10-19 14:39,1, (oakland lake merritt / grand),
$1800,2016-10-19 14:39,2, (santa rosa),972ft
$2375,2016-10-19 14:39,1, (los gatos),
$2300,2016-10-19 14:39,3, (san leandro),1031ft
$3300,2016-10-19 14:39,2, (san bruno),1000ft
$3950,2016-10-19 14:39,4, (berkeley),1700ft
$7300,2016-10-19 14:39,4, (fremont / union city / newark),2797ft
$2452,2016-10-19 14:38,2, (fremont / union city / newark),850ft
$1950,2016-10-19 14:38,1, (berkeley),
$1595,2016-10-19 14:38,2, (fairfield / vacaville),
$2645,2016-10-19 14:38,2, (fremont / union city / newark),901ft
$2400,2016-10-19 14:38,1, (lafayette / orinda / moraga),
$5500,2016-10-19 14:38,3, (san jose north),1867ft
$2900,2016-10-19 14:38,, (san anselmo),
$3050,2016-10-19 14:38,2, (albany / el cerrito),1170ft
$6300,2016-10-19 14:38,4, (saratoga),2650ft
$3600,2016-10-19 14:38,2, (foster city),1131ft
$2345,2016-10-19 14:38,1, (palo alto),650ft
$3600,2016-10-19 14:37,2, (redwood shores),1178ft
$2280,2016-10-19 14:37,2, (san jose west),720ft
$2695,2016-10-19 14:37,2, (mountain view),1100ft
$2118,2016-10-19 14:37,, (burlingame),546ft
$3200,2016-10-19 14:37,3," (hercules, pinole, san pablo, el sob)",1792ft
$8500,2016-10-19 14:37,3, (marina / cow hollow),2150ft
$2303,2016-10-19 14:37,1, (sunnyvale),650ft
$1825,2016-10-19 14:37,2, (richmond / point / annex),850ft
$2588,2016-10-19 14:37,, (lower nob hill),454ft
$2795,2016-10-19 14:36,2, (palo alto),800ft
$2400,2016-10-19 14:36,1, (downtown / civic / van ness),
$2495,2016-10-19 14:36,1, (san jose downtown),759ft
$2240,2016-10-19 14:36,1, (fremont / union city / newark),829ft
$1800,2016-10-19 14:36,3, (pittsburg / antioch),1288ft
$1800,2016-10-19 14:36,2, (concord / pleasant hill / martinez),800ft
$4395,2016-10-19 14:36,3,,
$3495,2016-10-19 14:36,2, (palo alto),875ft
$2395,2016-10-19 14:35,1, (palo alto),600ft
$1495,2016-10-19 14:35,, (oakland lake merritt / grand),400ft
$1895,2016-10-19 14:35,1, (oakland lake merritt / grand),
$2295,2016-10-19 14:35,2, (dublin / pleasanton / livermore),770ft
$2750,2016-10-19 14:35,1, (ingleside / SFSU / CCSF),700ft
$2617,2016-10-19 14:35,1, (san jose downtown),759ft
$2175,2016-10-19 14:34,2, (sonoma),850ft
$3450,2016-10-19 14:34,4, (rohnert pk / cotati),1720ft
$1992,2016-10-19 14:34,1, (dublin / pleasanton / livermore),640ft
$3450,2016-10-19 14:34,3, (walnut creek),1697ft
$2550,2016-10-19 14:34,1, (mill valley),775ft
$1495,2016-10-19 14:34,1, (oakland west),500ft
$2332,2016-10-19 14:33,2, (danville / san ramon),976ft
$2200,2016-10-19 14:33,1,,
$3200,2016-10-19 14:33,2,,1125ft
